  0.00000000E+00  0.34886383E-19 -0.41994117E-36
  0.10000000E+00  0.27936017E-19 -0.13657726E-36
  0.20000000E+00  0.20449864E-19  0.32014527E-38
  0.30000000E+00  0.15859066E-19  0.33248936E-37
  0.40000000E+00  0.12947682E-19  0.37624478E-37
  0.50000000E+00  0.10958182E-19  0.37179402E-37
  0.60000000E+00  0.95128900E-20  0.34811298E-37
  0.70000000E+00  0.84132925E-20  0.31101356E-37
  0.80000000E+00  0.75466861E-20  0.28256732E-37
  0.90000000E+00  0.68445848E-20  0.25345562E-37
  0.10000000E+01  0.62629981E-20  0.22998727E-37
  0.11000000E+01  0.57723760E-20  0.20905439E-37
  0.12000000E+01  0.53521320E-20  0.18780691E-37
  0.13000000E+01  0.49874864E-20  0.16827751E-37
  0.14000000E+01  0.46675570E-20  0.15302268E-37
  0.15000000E+01  0.43841571E-20  0.13687414E-37
  0.16000000E+01  0.41310115E-20  0.12570861E-37
  0.17000000E+01  0.39032317E-20  0.11592484E-37
  0.18000000E+01  0.36969533E-20  0.10626964E-37
  0.19000000E+01  0.35090815E-20  0.96477286E-38
  0.20000000E+01  0.33371091E-20  0.90258608E-38
  0.21000000E+01  0.31789825E-20  0.84343903E-38
  0.22000000E+01  0.30330032E-20  0.76221714E-38
  0.23000000E+01  0.28977539E-20  0.70680093E-38
  0.24000000E+01  0.27720417E-20  0.64737423E-38
  0.25000000E+01  0.26548547E-20  0.60943029E-38
  0.26000000E+01  0.25453282E-20  0.57562967E-38
  0.27000000E+01  0.24427184E-20  0.52873930E-38
  0.28000000E+01  0.23463814E-20  0.49147597E-38
  0.29000000E+01  0.22557562E-20  0.46164318E-38
  0.30000000E+01  0.21703512E-20  0.43124608E-38
  0.31000000E+01  0.20897338E-20  0.40918257E-38
  0.32000000E+01  0.20135206E-20  0.37630292E-38
  0.33000000E+01  0.19413711E-20  0.36030196E-38
  0.34000000E+01  0.18729808E-20  0.33830499E-38
  0.35000000E+01  0.18080769E-20  0.31179565E-38
  0.36000000E+01  0.17464133E-20  0.30788962E-38
  0.37000000E+01  0.16877679E-20  0.28583164E-38
  0.38000000E+01  0.16319393E-20  0.26993880E-38
  0.39000000E+01  0.15787439E-20  0.26163760E-38
  0.40000000E+01  0.15280146E-20  0.24022472E-38
  0.41000000E+01  0.14795981E-20  0.22994910E-38
  0.42000000E+01  0.14333540E-20  0.20985634E-38
  0.43000000E+01  0.13891531E-20  0.20588183E-38
  0.44000000E+01  0.13468761E-20  0.19520339E-38
  0.45000000E+01  0.13064130E-20  0.18938783E-38
  0.46000000E+01  0.12676619E-20  0.18216301E-38
  0.47000000E+01  0.12305282E-20  0.16882449E-38
  0.48000000E+01  0.11949242E-20  0.16344784E-38
  0.49000000E+01  0.11607681E-20  0.15524786E-38
  0.50000000E+01  0.11279838E-20  0.14719598E-38
  0.51000000E+01  0.10965000E-20  0.14548612E-38
  0.52000000E+01  0.10662505E-20  0.13469948E-38
  0.53000000E+01  0.10371729E-20  0.13277196E-38
  0.54000000E+01  0.10092090E-20  0.12929244E-38
  0.55000000E+01  0.98230407E-21  0.11993967E-38
  0.56000000E+01  0.95640686E-21  0.11526158E-38
  0.57000000E+01  0.93146910E-21  0.11027351E-38
  0.58000000E+01  0.90744536E-21  0.10825219E-38
  0.59000000E+01  0.88429291E-21  0.10222784E-38
  0.60000000E+01  0.86197145E-21  0.99641845E-39
  0.61000000E+01  0.84044295E-21  0.96454495E-39
  0.62000000E+01  0.81967154E-21  0.94576036E-39
  0.63000000E+01  0.79962333E-21  0.90887428E-39
  0.64000000E+01  0.78026625E-21  0.83784508E-39
  0.65000000E+01  0.76156999E-21  0.82093717E-39
  0.66000000E+01  0.74350585E-21  0.80577773E-39
  0.67000000E+01  0.72604664E-21  0.78327799E-39
  0.68000000E+01  0.70916660E-21  0.74037545E-39
  0.69000000E+01  0.69284127E-21  0.73472532E-39
  0.70000000E+01  0.67704748E-21  0.69347021E-39
  0.71000000E+01  0.66176320E-21  0.70333667E-39
  0.72000000E+01  0.64696752E-21  0.64310479E-39
  0.73000000E+01  0.63264058E-21  0.64708585E-39
  0.74000000E+01  0.61876346E-21  0.62973590E-39
  0.75000000E+01  0.60531819E-21  0.61522391E-39
  0.76000000E+01  0.59228766E-21  0.59772343E-39
  0.77000000E+01  0.57965557E-21  0.56790131E-39
  0.78000000E+01  0.56740640E-21  0.54986610E-39
  0.79000000E+01  0.55552537E-21  0.54404074E-39
  0.80000000E+01  0.54399836E-21  0.53906995E-39
  0.81000000E+01  0.53281193E-21  0.50484144E-39
  0.82000000E+01  0.52195324E-21  0.48453942E-39
  0.83000000E+01  0.51141005E-21  0.47090791E-39
  0.84000000E+01  0.50117064E-21  0.46564539E-39
  0.85000000E+01  0.49122385E-21  0.46271561E-39
  0.86000000E+01  0.48155899E-21  0.44568394E-39
  0.87000000E+01  0.47216586E-21  0.44482684E-39
  0.88000000E+01  0.46303469E-21  0.42975496E-39
  0.89000000E+01  0.45415613E-21  0.40608287E-39
  0.90000000E+01  0.44552125E-21  0.41565346E-39
  0.91000000E+01  0.43712149E-21  0.37582226E-39
  0.92000000E+01  0.42894865E-21  0.37217978E-39
  0.93000000E+01  0.42099489E-21  0.37833368E-39
  0.94000000E+01  0.41325268E-21  0.36384826E-39
  0.95000000E+01  0.40571480E-21  0.38135197E-39
  0.96000000E+01  0.39837436E-21  0.35597128E-39
  0.97000000E+01  0.39122471E-21  0.35052045E-39
  0.98000000E+01  0.38425949E-21  0.35313508E-39
  0.99000000E+01  0.37747260E-21  0.34525573E-39
  0.10000000E+02  0.37085817E-21  0.32932866E-39
  0.10100000E+02  0.36441057E-21  0.29664614E-39
  0.10200000E+02  0.35812441E-21  0.30202074E-39
  0.10300000E+02  0.35199448E-21  0.29154780E-39
  0.10400000E+02  0.34601579E-21  0.31072753E-39
  0.10500000E+02  0.34018354E-21  0.29738518E-39
  0.10600000E+02  0.33449311E-21  0.26099071E-39
  0.10700000E+02  0.32894008E-21  0.26906303E-39
  0.10800000E+02  0.32352016E-21  0.26464342E-39
  0.10900000E+02  0.31822925E-21  0.27135585E-39
  0.11000000E+02  0.31306338E-21  0.26393506E-39
  0.11100000E+02  0.30801876E-21  0.25082987E-39
  0.11200000E+02  0.30309170E-21  0.24852215E-39
  0.11300000E+02  0.29827869E-21  0.24176232E-39
  0.11400000E+02  0.29357631E-21  0.25016623E-39
  0.11500000E+02  0.28898128E-21  0.24331238E-39
  0.11600000E+02  0.28449043E-21  0.24476091E-39
  0.11700000E+02  0.28010072E-21  0.22533694E-39
  0.11800000E+02  0.27580920E-21  0.21879561E-39
  0.11900000E+02  0.27161304E-21  0.21275212E-39
  0.12000000E+02  0.26750950E-21  0.22846831E-39
  0.12100000E+02  0.26349593E-21  0.21636271E-39
  0.12200000E+02  0.25956978E-21  0.19904754E-39
  0.12300000E+02  0.25572859E-21  0.19579517E-39
  0.12400000E+02  0.25196998E-21  0.20455972E-39
  0.12500000E+02  0.24829165E-21  0.19914963E-39
  0.12600000E+02  0.24469138E-21  0.20326413E-39
  0.12700000E+02  0.24116703E-21  0.19107143E-39
  0.12800000E+02  0.23771652E-21  0.18481597E-39
  0.12900000E+02  0.23433785E-21  0.19332140E-39
  0.13000000E+02  0.23102907E-21  0.17822021E-39
  0.13100000E+02  0.22778832E-21  0.17565209E-39
  0.13200000E+02  0.22461378E-21  0.17665003E-39
  0.13300000E+02  0.22150369E-21  0.16697305E-39
  0.13400000E+02  0.21845636E-21  0.16167676E-39
  0.13500000E+02  0.21547014E-21  0.16348832E-39
  0.13600000E+02  0.21254344E-21  0.15566921E-39
  0.13700000E+02  0.20967473E-21  0.16007513E-39
  0.13800000E+02  0.20686250E-21  0.17139057E-39
  0.13900000E+02  0.20410532E-21  0.15385982E-39
  0.14000000E+02  0.20140178E-21  0.15848914E-39
  0.14100000E+02  0.19875053E-21  0.16118415E-39
  0.14200000E+02  0.19615025E-21  0.15626043E-39
  0.14300000E+02  0.19359967E-21  0.13406953E-39
  0.14400000E+02  0.19109756E-21  0.15629436E-39
  0.14500000E+02  0.18864270E-21  0.14994498E-39
  0.14600000E+02  0.18623396E-21  0.13275774E-39
  0.14700000E+02  0.18387018E-21  0.13763281E-39
  0.14800000E+02  0.18155029E-21  0.13705571E-39
  0.14900000E+02  0.17927323E-21  0.13735430E-39
  0.15000000E+02  0.17703795E-21  0.13502320E-39
  0.15100000E+02  0.17484347E-21  0.13594639E-39
  0.15200000E+02  0.17268881E-21  0.12619564E-39
  0.15300000E+02  0.17057304E-21  0.12887078E-39
  0.15400000E+02  0.16849523E-21  0.12811731E-39
  0.15500000E+02  0.16645450E-21  0.12253838E-39
  0.15600000E+02  0.16444999E-21  0.12499299E-39
  0.15700000E+02  0.16248086E-21  0.12137604E-39
  0.15800000E+02  0.16054629E-21  0.11363183E-39
  0.15900000E+02  0.15864549E-21  0.11906378E-39
  0.16000000E+02  0.15677769E-21  0.11186793E-39
  0.16100000E+02  0.15494215E-21  0.11250486E-39
  0.16200000E+02  0.15313814E-21  0.10781224E-39
  0.16300000E+02  0.15136495E-21  0.12155799E-39
  0.16400000E+02  0.14962189E-21  0.11190938E-39
  0.16500000E+02  0.14790830E-21  0.10720773E-39
  0.16600000E+02  0.14622352E-21  0.11089879E-39
  0.16700000E+02  0.14456692E-21  0.10832482E-39
  0.16800000E+02  0.14293788E-21  0.10578300E-39
  0.16900000E+02  0.14133582E-21  0.10505499E-39
  0.17000000E+02  0.13976013E-21  0.10197266E-39
  0.17100000E+02  0.13821026E-21  0.10354166E-39
  0.17200000E+02  0.13668565E-21  0.97597304E-40
  0.17300000E+02  0.13518576E-21  0.10225493E-39
  0.17400000E+02  0.13371007E-21  0.96059853E-40
