  0.00000000E+00  0.14927916E-21 -0.89102158E-35
  0.10000000E+00  0.80519902E-22 -0.63809196E-35
  0.20000000E+00  0.30763338E-22 -0.44536450E-35
  0.30000000E+00  0.12792858E-22 -0.33578733E-35
  0.40000000E+00  0.63878158E-23 -0.25887289E-35
  0.50000000E+00  0.39340952E-23 -0.20476857E-35
  0.60000000E+00  0.28978224E-23 -0.16432947E-35
  0.70000000E+00  0.24021813E-23 -0.13480208E-35
  0.80000000E+00  0.21251467E-23 -0.11164439E-35
  0.90000000E+00  0.19421857E-23 -0.93842218E-36
  0.10000000E+01  0.18031825E-23 -0.80106878E-36
  0.11000000E+01  0.16873129E-23 -0.69014927E-36
  0.12000000E+01  0.15856275E-23 -0.60003560E-36
  0.13000000E+01  0.14940723E-23 -0.52711208E-36
  0.14000000E+01  0.14106261E-23 -0.46541983E-36
  0.15000000E+01  0.13341158E-23 -0.41279088E-36
  0.16000000E+01  0.12637285E-23 -0.37058989E-36
  0.17000000E+01  0.11988153E-23 -0.33356058E-36
  0.18000000E+01  0.11388152E-23 -0.30200180E-36
  0.19000000E+01  0.10832278E-23 -0.27415992E-36
  0.20000000E+01  0.10316034E-23 -0.25046993E-36
  0.21000000E+01  0.98353915E-24 -0.22998038E-36
  0.22000000E+01  0.93867637E-24 -0.21126935E-36
  0.23000000E+01  0.89669751E-24 -0.19500622E-36
  0.24000000E+01  0.85732277E-24 -0.18047337E-36
  0.25000000E+01  0.82030638E-24 -0.16733196E-36
  0.26000000E+01  0.78543279E-24 -0.15575559E-36
  0.27000000E+01  0.75251298E-24 -0.14552930E-36
  0.28000000E+01  0.72138107E-24 -0.13593416E-36
  0.29000000E+01  0.69189116E-24 -0.12768281E-36
  0.30000000E+01  0.66391463E-24 -0.11972543E-36
  0.31000000E+01  0.63733766E-24 -0.11242709E-36
  0.32000000E+01  0.61205919E-24 -0.10617632E-36
  0.33000000E+01  0.58798910E-24 -0.10043561E-36
  0.34000000E+01  0.56504669E-24 -0.94900216E-37
  0.35000000E+01  0.54315937E-24 -0.89832879E-37
  0.36000000E+01  0.52226158E-24 -0.85131304E-37
  0.37000000E+01  0.50229382E-24 -0.80851640E-37
  0.38000000E+01  0.48320189E-24 -0.77007623E-37
  0.39000000E+01  0.46493621E-24 -0.73389389E-37
  0.40000000E+01  0.44745126E-24 -0.69978878E-37
  0.41000000E+01  0.43070509E-24 -0.66820990E-37
  0.42000000E+01  0.41465891E-24 -0.63809184E-37
  0.43000000E+01  0.39927677E-24 -0.61111781E-37
  0.44000000E+01  0.38452520E-24 -0.58388079E-37
  0.45000000E+01  0.37037304E-24 -0.56095129E-37
  0.46000000E+01  0.35679112E-24 -0.53869451E-37
  0.47000000E+01  0.34375215E-24 -0.51725102E-37
  0.48000000E+01  0.33123051E-24 -0.49673957E-37
  0.49000000E+01  0.31920212E-24 -0.47776685E-37
  0.50000000E+01  0.30764429E-24 -0.45922893E-37
  0.51000000E+01  0.29653565E-24 -0.44225025E-37
  0.52000000E+01  0.28585599E-24 -0.42615124E-37
  0.53000000E+01  0.27558625E-24 -0.41214674E-37
  0.54000000E+01  0.26570835E-24 -0.39745405E-37
  0.55000000E+01  0.25620519E-24 -0.38346800E-37
  0.56000000E+01  0.24706054E-24 -0.37024292E-37
  0.57000000E+01  0.23825902E-24 -0.35812725E-37
  0.58000000E+01  0.22978601E-24 -0.34634538E-37
  0.59000000E+01  0.22162763E-24 -0.33603536E-37
  0.60000000E+01  0.21377067E-24 -0.32566267E-37
  0.61000000E+01  0.20620258E-24 -0.31564101E-37
  0.62000000E+01  0.19891140E-24 -0.30549686E-37
  0.63000000E+01  0.19188574E-24 -0.29656809E-37
  0.64000000E+01  0.18511476E-24 -0.28784511E-37
  0.65000000E+01  0.17858813E-24 -0.27963249E-37
  0.66000000E+01  0.17229597E-24 -0.27131749E-37
  0.67000000E+01  0.16622888E-24 -0.26420768E-37
  0.68000000E+01  0.16037790E-24 -0.25666065E-37
  0.69000000E+01  0.15473445E-24 -0.25018113E-37
  0.70000000E+01  0.14929034E-24 -0.24325537E-37
  0.71000000E+01  0.14403777E-24 -0.23711006E-37
  0.72000000E+01  0.13896925E-24 -0.23069008E-37
  0.73000000E+01  0.13407766E-24 -0.22535664E-37
  0.74000000E+01  0.12935616E-24 -0.21900951E-37
  0.75000000E+01  0.12479822E-24 -0.21345609E-37
  0.76000000E+01  0.12039761E-24 -0.20881235E-37
